source_file,sentence_id,sentence
financial-stability-report-december-2025.pdf,1107,"Overview of results of the test The results of the 2025 Bank Capital Stress Test show that the UK banking system could continue to support the economy, even if economic and financial conditions turned out materially worse than expected."
financial-stability-report-december-2025.pdf,1108,"The banking system starts the test in a strong capital position, with a Common Equity Tier 1 (CET1) capital ratio of 14.5% in aggregate."
financial-stability-report-december-2025.pdf,1109,"The aggregate CET1 capital ratio falls to a low point of 11.0% in the first year of the stress, which equates to an aggregate capital drawdown of 3.5 percentage points."
financial-stability-report-december-2025.pdf,1110,The aggregate Tier 1 leverage ratio starts at 5.3%.
financial-stability-report-december-2025.pdf,1111,It falls to a low point of 4.7% in the first year of the scenario.
financial-stability-report-december-2025.pdf,1112,"At the low point, capital remains around £60 billion above the sum of aggregate minima and systemic buffers, indicating that the UK banking system would be resilient to the severe but plausible scenario and would have the capacity to continue lending to creditworthy households and businesses throughout the stress."
financial-stability-report-december-2025.pdf,1113,Most of this headroom arose from banks beginning the test with capital in excess of regulatory requirements.
financial-stability-report-december-2025.pdf,1114,Around £45 billion of the aggregate headroom to regulatory minima and systemic buffers at the low point of the test arises from banks beginning the test with significant headroom over starting regulatory minima and buffer requirements.
financial-stability-report-december-2025.pdf,1115,"There are a number of reasons why banks maintain capital in excess of regulatory requirements, including varying business models and strategic plans."
financial-stability-report-december-2025.pdf,1116,"The FPC has noted as part of its capital review that there are impediments to banks using their buffers in practice, which may be also contributing to banks’ incentives to maintain capital in excess of regulatory requirements."
financial-stability-report-december-2025.pdf,1117,"For example, evidence from Covid suggests that while cutting the countercyclical capital buffer, a buffer that the FPC can take action to release in stress, was effective in supporting lending, banks were less willing to use other non-releasable buffers."
financial-stability-report-december-2025.pdf,1118,The FPC and PRC do not oblige banks to maintain buffers in excess of regulatory requirements.
financial-stability-report-december-2025.pdf,1119,All elements of capital buffers that have been built up by banks exist to be used to support households and businesses during stress.
financial-stability-report-december-2025.pdf,1120,"The existence of usable buffers allows banks to absorb losses without breaching minimum requirements, enabling them to meet the demand for credit from creditworthy households and businesses in the face of severe adverse shocks."
financial-stability-report-december-2025.pdf,1121,"As part of the next phase of its capital review (Box D), the FPC will explore further steps that can be taken to enhance the usability of buffers."
financial-stability-report-december-2025.pdf,1122,"Chart 5.1: The UK banking system is resilient to support the economy, with the aggregate capital ratio remaining well above minima at the low point of the stress test scenario Aggregate CET1 capital ratio and impact of the 2025 Bank Capital Stress Test scenario (a) Sources: PRA regulatory returns, published accounts, STDF and Bank analysis and calculations."
financial-stability-report-december-2025.pdf,1123,"(a) The CET1 capital ratio is defined as CET1 capital expressed as a percentage of the total risk exposure amount (risk-weighted assets or RWAs), where CET1 capital and RWAs are determined in accordance with the Capital Requirements Regulation (CRR)."
financial-stability-report-december-2025.pdf,1124,No individual bank is required to strengthen its capital position as a result of the test.
financial-stability-report-december-2025.pdf,1125,The results of the test indicate that no individual bank would fall below its CET1 capital or Tier 1 leverage ratio minima (Table 5.A).[16]
financial-stability-report-december-2025.pdf,1126,"This means that major UK banks would be able to withstand the severe macroeconomic stress in this scenario, while still having the capacity to support UK households and businesses throughout the stress."
financial-stability-report-december-2025.pdf,1127,"All banks would also have remained above the sum of their regulatory minima and systemic risk buffers, which is the hurdle rate the Bank expects to return to using in future tests."
financial-stability-report-december-2025.pdf,1128,"The key drivers of the capital drawdown are an increase in credit impairments (Section 5.3) and traded risk losses (Section 5.4), which are only partially offset by higher NII in the first year of the stress (Section 5.5)."
financial-stability-report-december-2025.pdf,1129,"Other factors that drive the results include changes in RWAs, operating expenses, other profit and loss (P&L) statement items, misconduct costs and assumptions about strategic management actions (Section 5.6)."
financial-stability-report-december-2025.pdf,1130,5.3: Credit impairments Banks incur credit impairments of £112 billion over the test.
financial-stability-report-december-2025.pdf,1131,Credit impairments are the main driver of capital depletion in this stress scenario.
financial-stability-report-december-2025.pdf,1132,"Higher unemployment and lower corporate profits reduce households’ and corporates’ ability to repay their loans, and lower property prices affect underlying residential and commercial property collateral value."
financial-stability-report-december-2025.pdf,1133,"High interest rates lead to affordability pressures, and vulnerable sectors are affected by a steep increase in energy prices and global trade fragmentation."
financial-stability-report-december-2025.pdf,1134,Credit impairments reduce the aggregate CET1 capital ratio by 3.3 percentage points at the low point (year 1).
financial-stability-report-december-2025.pdf,1135,"Impairments over the five years of the stress scenario total £112 billion, with an aggregate impairment rate of 3.3%."
financial-stability-report-december-2025.pdf,1136,The impact of RWA changes is covered in Section 5.6.
financial-stability-report-december-2025.pdf,1137,Table 5.C provides a breakdown of these impairments by asset class.
financial-stability-report-december-2025.pdf,1138,"This section explains the key drivers, and where they differ from the 2022/23 test (which had £125 billion of impairments and an overall impairment rate of 3.9%)."
financial-stability-report-december-2025.pdf,1139,UK consumer credit impairments are £29.3 billion which is lower than in the 2022/23 ACS.
financial-stability-report-december-2025.pdf,1140,"As set out in Box E, the Bank has reviewed past judgements and recent evidence on consumer credit quality and has allowed for lower consumer credit loss rates in the 2025 Bank Capital Stress Test than in past exercises."
financial-stability-report-december-2025.pdf,1141,The less severe inflation path in this test has also reduced the affordability impact.
financial-stability-report-december-2025.pdf,1142,"However, the impact of lower loss rates is offset by larger consumer credit balances meaning impairment charges are comparable to that in the 2022/23 ACS."
financial-stability-report-december-2025.pdf,1143,"Non-UK consumer credit impairments are £19 billion, which is lower than in the 2022/23 ACS."
financial-stability-report-december-2025.pdf,1144,This is due to improved asset quality in non-UK consumer lending which includes a range of countries and products.
financial-stability-report-december-2025.pdf,1145,"Corporate impairments increase as GDP, corporate profits and CRE prices fall."
financial-stability-report-december-2025.pdf,1146,"Rising costs, trade disruption and higher interest rates impact vulnerable sectors."
financial-stability-report-december-2025.pdf,1147,"There are common drivers of impairments across corporate portfolios – for example 70% of banks reported impairments were from sectors judged vulnerable to rising costs, trade disruption and higher interest rates."
financial-stability-report-december-2025.pdf,1148,"These include manufacturing, real estate and construction."
financial-stability-report-december-2025.pdf,1149,UK corporate impairments totalled £22.6 billion.
financial-stability-report-december-2025.pdf,1150,This is slightly higher than in the 2022/23 ACS as improvements in asset quality were offset by larger corporate exposures.
financial-stability-report-december-2025.pdf,1151,"UK CRE impairment rates are broadly unchanged since the 2022/23 ACS, as price falls over the previous 18 months have contributed to increased LTV ratios."
financial-stability-report-december-2025.pdf,1152,These price falls are also reflected in lower start-to-trough falls in UK CRE prices as part of the countercyclical scenario which offsets the impact.
financial-stability-report-december-2025.pdf,1153,Non-UK corporate impairments totalled £23.8 billion.
financial-stability-report-december-2025.pdf,1154,"This is significantly lower than in the 2022/23 ACS, primarily driven by a reduction in CRE losses in Hong Kong and China."
financial-stability-report-december-2025.pdf,1155,The period since the last ACS has seen a significant crystallisation of losses against which banks have set aside substantial provisions (£6.4 billion).
financial-stability-report-december-2025.pdf,1156,"While material risks remain in the sector, the worst quality assets have been written off, and the remaining total exposure is reduced by about 40%."
financial-stability-report-december-2025.pdf,1157,"Start-to-trough price falls are also smaller than the 2022/23 ACS, consistent with the countercyclical approach to the scenario."
financial-stability-report-december-2025.pdf,1158,The results of the test continue to include banks’ exposures to leveraged lending.
financial-stability-report-december-2025.pdf,1159,"The five-year impairment rate across all leveraged lending exposures was 13%, compared to less than 8% in the global financial crisis (GFC)."
financial-stability-report-december-2025.pdf,1160,This reflects relative asset quality and vulnerability to a larger interest rate shock.
financial-stability-report-december-2025.pdf,1161,Corporates are assumed to increase their usage of revolving credit facilities – at a drawdown rate of 80% – throughout the five-year scenario.
financial-stability-report-december-2025.pdf,1162,This reflects ongoing uncertainty as to the behaviour of financial sponsors in a severe downturn.
financial-stability-report-december-2025.pdf,1163,Sensitivity analysis suggests that increasing the severity of house price falls could have a non-linear impact on credit losses.
financial-stability-report-december-2025.pdf,1164,Sensitivity analysis can be used to explore the impact of including more severe UK house price falls in the scenario.
financial-stability-report-december-2025.pdf,1165,Such analysis suggests that increasing the size of the house price shock would have a non-linear impact on UK mortgage impairments.
financial-stability-report-december-2025.pdf,1166,This reflects the fact that a large majority of UK mortgages on banks’ books currently have an LTV ratio of below 70%.
financial-stability-report-december-2025.pdf,1167,Chart 5.2 shows that increasing the UK house price fall beyond 30% would tend to have an increasing marginal impact on bank losses as a greater proportion of their lending would be secured on collateral worth less than the value of the loan.
financial-stability-report-december-2025.pdf,1168,"For instance, if the fall in UK house prices were 10 percentage points greater, aggregate UK mortgage impairments would be around twice as great as in the Bank Capital Stress Test."
financial-stability-report-december-2025.pdf,1169,"Such large declines in property prices, in nominal terms, would be significantly beyond those historically experienced in the UK."
financial-stability-report-december-2025.pdf,1170,"Chart 5.2: Sensitivity analysis suggests increasing the size of the UK house price shock would have a non-linear impact on credit losses UK mortgage impairments at different house price shocks Sources: ONS, STDF and Bank analysis and calculations."
financial-stability-report-december-2025.pdf,1171,5.4: Traded risk The traded risk scenario reduces banks’ aggregate CET1 capital ratio by 0.8 percentage points in the first year of the stress.
financial-stability-report-december-2025.pdf,1172,"The scenario leads to losses for banks through traded risks and investment banking via three main channels: trading book stress losses, valuation adjustments, and lower investment banking income."
financial-stability-report-december-2025.pdf,1173,"In the traded risk scenario, global equity prices decline sharply, with the FTSE All-Share index falling by 48%, and the S&P 500 falling 57%."
financial-stability-report-december-2025.pdf,1174,"Measures of market-implied volatility also rise, with the Chicago Board Options Exchange Volatility Index (VIX) increasing to a peak of 45."
financial-stability-report-december-2025.pdf,1175,Corporate bond spreads widen to GFC-era peaks.
financial-stability-report-december-2025.pdf,1176,"Against a backdrop of elevated sovereign debt and rising central bank interest rates, government bond yields and term premia increase, and government bond yield spread over overnight indexed swap (OIS) rates widen."
financial-stability-report-december-2025.pdf,1177,The 10-year UK government bond yield increases by 210 basis points at its peak.
financial-stability-report-december-2025.pdf,1178,"Overall, the net impact of these factors reduces banks’ capital by around £15 billion, equivalent to 0.8 percentage points of the CET1 capital ratio."
financial-stability-report-december-2025.pdf,1179,"Banks generate £20 billion of revenues from investment banking activities, which include primarily market making activities and advisory fees."
financial-stability-report-december-2025.pdf,1180,"Revenues decline in the first year of the stress, driven by a sharp fall in fees from advisory activities, though they are somewhat supported by resilient client trading activities in response to increased financial market volatility."
financial-stability-report-december-2025.pdf,1181,"However, this revenue is offset by £35 billion of losses due to the stress scenario leading to losses in fair-value through other comprehensive income securities, trading inventories and related valuations adjustments."
financial-stability-report-december-2025.pdf,1182,"Higher interest rates and a higher spread between government bond yields and OIS rates in the scenario lead to lower fair value of bond holdings in banks’ liquid asset buffers, which contributed to a £15.5 billion reduction in capital."
financial-stability-report-december-2025.pdf,1183,"Trading book losses from market risk shocks, defaults of selected vulnerable counterparties and valuation adjustments contributed to a £19 billion reduction in capital, reflecting the sudden and severe shocks to financial markets."
financial-stability-report-december-2025.pdf,1184,5.5: Net interest income Net interest income is an important driver of the results.
financial-stability-report-december-2025.pdf,1185,NII is the difference between what banks earn on their assets and what they pay on their funding.
financial-stability-report-december-2025.pdf,1186,It is an important source of income for banks and a means through which they can rebuild capital resilience and their capacity to support households and businesses through a stress.
financial-stability-report-december-2025.pdf,1187,"Banks’ loan margin, calculated as NII divided by total lending, is affected by both the asset spread and the deposit spread to risk-free reference rates."
financial-stability-report-december-2025.pdf,1188,It is also driven by banks’ ability to invest non- interest-bearing liabilities and equity in fixed-interest bearing assets referred to as structural hedge portfolios.
financial-stability-report-december-2025.pdf,1189,"These structural hedge portfolios – which often include interest rate swaps – stabilise income through the interest rate cycle, slowing the costs of falling interest rates and the benefits from rising interest rates."
financial-stability-report-december-2025.pdf,1190,NII increases over the stress.
financial-stability-report-december-2025.pdf,1191,"Over recent years, as interest rates increased from historically low levels, loan margins recovered to be in line with historical averages (Chart 5.3)."
financial-stability-report-december-2025.pdf,1192,"As such, the starting level of NII is higher than it was for the 2022/23 ACS, particularly on non-UK portfolios."
financial-stability-report-december-2025.pdf,1193,Chart 5.3: Loan margins rise over the stress scenario Loan margin in the 2025 Bank Capital Stress Test (a) (b) Sources: STDF and Bank analysis and calculations.
financial-stability-report-december-2025.pdf,1194,(a) Loan margin is calculated as net interest income divided by total lending.
financial-stability-report-december-2025.pdf,1195,Loan margins in this chart are calculated across all currencies.
financial-stability-report-december-2025.pdf,1196,Net interest income is interest income minus interest expense.
financial-stability-report-december-2025.pdf,1197,"(b) Figures between 2000 and 2019 exclude Virgin Money UK, and figures before 2006 exclude Standard Chartered."
financial-stability-report-december-2025.pdf,1198,"In the scenario, banks continue to support the UK economy through their deposit and loan pricing."
financial-stability-report-december-2025.pdf,1199,Judgements about banks’ pricing have been taken to test banks’ ability to continue supporting UK households and businesses in the stress scenario.
financial-stability-report-december-2025.pdf,1200,These judgements allow for competitive pressure arising from savers and borrowers - as interest rates increase and real incomes decrease in an economic downturn - to be reflected in the results.
financial-stability-report-december-2025.pdf,1201,They also ensure a level of market-wide consistency.
financial-stability-report-december-2025.pdf,1202,"Taking all of these together, net interest income rises over the scenario, but remains within the range of historical experience (Chart 5.3)."
financial-stability-report-december-2025.pdf,1203,"First, it is assumed that spreads on lending to UK households and businesses increase by only a limited amount that reflects higher expected credit losses on new loans."
financial-stability-report-december-2025.pdf,1204,"For example, spreads between mortgage rates and risk-free interest rates are assumed to widen only to around 80 basis points in the test, compared to around 60 basis points at the start of the stress scenario."
financial-stability-report-december-2025.pdf,1205,"Second, as interest rates increase many customers would move deposits from accounts that pay no interest to deposit accounts that do pay interest."
financial-stability-report-december-2025.pdf,1206,"In aggregate the share of deposit balances that are non-interest bearing is assumed to decline over the five years of the scenario and ends 15 percentage points below its peak, at a similar level to that seen prior to the GFC."
financial-stability-report-december-2025.pdf,1207,"Third, it is assumed that banks pass through around 70% of the increase in Bank Rate to sterling deposit rates within the first year of the stress."
financial-stability-report-december-2025.pdf,1208,"This is a greater and faster level of pass through than the experience of the full recent tightening cycle, though this included a re-widening of deposit spreads as Bank Rate moved away from the zero lower bound."
financial-stability-report-december-2025.pdf,1209,"It is somewhat less than the 80%– 90% pass through in the later stages of that cycle, though this estimate may also include some impact from earlier increases continuing to pass-through."
financial-stability-report-december-2025.pdf,1210,The Bank has used sensitivity analysis to assess how changes in pass-through to deposit rates would impact banks’ NII.
financial-stability-report-december-2025.pdf,1211,There is a range of factors that determine the degree and pace of pass-through from changes in Bank Rate to changes in deposit rates.
financial-stability-report-december-2025.pdf,1212,"That includes to what extent, and how quickly, the return on banks’ assets adjusts, the degree of competition in deposit markets and banks’ funding needs."
financial-stability-report-december-2025.pdf,1213,Sensitivity analysis suggests that a 10 percentage point change in the deposit pass-through rate on sterling deposits would be expected to affect the aggregate CET1 capital ratio by around 15 basis points at the low point of the stress in year 1 (Chart 5.4).
financial-stability-report-december-2025.pdf,1214,This estimated impact of a change in the sterling deposit pass-through rate on the CET1 capital ratio is larger for banks with a greater share of UK-based deposits.
financial-stability-report-december-2025.pdf,1215,"Chart 5.4: Changes in the assumed sterling deposit pass-through rate would impact the aggregate CET1 capital ratio Annual impact on loan margin and CET1 capital ratio from changes to sterling deposit pass-through rate (a) Sources: Bank of England, STDF and Bank analysis and calculations."
financial-stability-report-december-2025.pdf,1216,"(a) To produce aggregate results in a single currency, the Bank converts the results of HSBC and Standard Chartered – which report in US dollars – into sterling at a rate consistent with the scenario."
financial-stability-report-december-2025.pdf,1217,"5.6: Other net income, losses and capital items Risk-weighted assets Banks’ exposures become riskier in stress and average risk weights for credit exposures increase in the scenario."
financial-stability-report-december-2025.pdf,1218,"In the first year of the stress, average risk weights for credit exposures increase from 33% to 37%, as these exposures become riskier during the stress."
financial-stability-report-december-2025.pdf,1219,"Stressed traded risk also causes RWAs to increase, reflecting counterparty credit risk, market risk and credit valuation adjustment risk."
financial-stability-report-december-2025.pdf,1220,The increase in risk-weights puts downward pressure on CET1 capital ratios – defined as CET1 capital as a percentage of RWAs – and they fall as RWAs increase.
financial-stability-report-december-2025.pdf,1221,Operating expenses Banks enter the stress with higher operating expenses than at the start of the 2022/23 ACS.
financial-stability-report-december-2025.pdf,1222,Increases in commodity prices and supply chain shocks drive up inflation globally in the scenario which increases costs for banks.
financial-stability-report-december-2025.pdf,1223,"This is to some extent mitigated in the early years of the scenario by banks having fixed-term contracts and pay deals in place, cost-saving programs already underway, and their ability to reduce variable pay as their profitability falls."
financial-stability-report-december-2025.pdf,1224,"Expenses increase materially in later years, as the effect of higher consumer prices feeds through to a rise in staff and non-staff costs."
financial-stability-report-december-2025.pdf,1225,"In aggregate, costs increase by 8% over the scenario, compared to a 23% increase in UK consumer prices over the same period."
financial-stability-report-december-2025.pdf,1226,"Misconduct costs As set out in Key elements of the 2025 Bank Capital Stress Test, the stress test includes stressed projections for misconduct costs – beyond those paid or provided for by December 2024 – that relate to known misconduct issues for which a stressed projection with a low likelihood of being exceeded can be estimated."
financial-stability-report-december-2025.pdf,1227,"In the 2025 stress test, the aggregate stressed projection for misconduct costs is £13.6 billion over the five years of the stress, with around £4.5 billion of these realised in the first year."
financial-stability-report-december-2025.pdf,1228,5.7: Management actions Banks take management actions in the stress to support their capital position.
financial-stability-report-december-2025.pdf,1229,Such actions must meet criteria set out by the Bank in the Guidance on the 2025 stress test for participants.
financial-stability-report-december-2025.pdf,1230,"These include ‘business-as-usual management actions’, which represent decisions taken within banks’ business lines in the usual course of managing economic conditions."
financial-stability-report-december-2025.pdf,1231,"The other type of management actions are strategic management actions (SMAs), defined as extraordinary actions taken in response to the stress scenario."
financial-stability-report-december-2025.pdf,1232,"As in previous stress tests, banks’ resilience relies in part on their ability in a stress to cancel ordinary dividend payments, employee variable remuneration, and coupon payments on Additional Tier 1 instruments, as well as other management actions taken in response to the stress."
financial-stability-report-december-2025.pdf,1233,Banks are assumed to stop their share buy-back programmes after the first quarter in year 1 of the stress.
financial-stability-report-december-2025.pdf,1234,"Banks are able to propose other management actions outside those relating to distributions, consistent with the guidance set out by the Bank."
financial-stability-report-december-2025.pdf,1235,The FPC judges it important for investors to be aware that banks would take such actions as necessary if such a stress were to materialise.
financial-stability-report-december-2025.pdf,1236,"In the 2025 stress test, SMAs support the aggregate CET1 capital ratio by 0.8 percentage points and the aggregate leverage ratio by 0.3 percentage points."
financial-stability-report-december-2025.pdf,1237,5.8: Uses of the findings of the 2025 stress test The Bank Capital Stress Test plays an important role in supporting long term sustainable growth by testing whether banks can absorb rather than amplify shocks.
financial-stability-report-december-2025.pdf,1238,The results of a Bank Capital Stress Test allow an assessment of whether the banking system and individual banks are sufficiently capitalised to be able to continue supporting households and businesses even in a macroeconomic downturn.
financial-stability-report-december-2025.pdf,1239,"As such, it supports both the FPC and the PRA in meeting their statutory objectives for macroprudential and microprudential policy."
financial-stability-report-december-2025.pdf,1240,"The FPC and PRC use the results of the Bank Capital Stress Test, along with other relevant information, to help inform the setting of banks’ regulatory capital buffers."
financial-stability-report-december-2025.pdf,1241,"In setting the UK countercyclical capital buffer rate, the FPC takes into account the extent of financial vulnerabilities and the risk that the banking system could experience losses on its UK exposures arising from those vulnerabilities that may result in a restriction in credit supply that is not warranted by the macroeconomic outlook."
financial-stability-report-december-2025.pdf,1242,The PRC sets individual banks’ additional PRA buffers which some banks are expected to maintain in addition to the combined capital buffer – the results of the stress test are one input into the PRC’s decisions on PRA buffers.
financial-stability-report-december-2025.pdf,1243,"The results of the Bank Capital Stress Test have also been taken into account in the FPC’s assessment of the structural level of bank capital requirements, as set out in Box D. The Bank has undertaken a qualitative review of banks’ stress-testing capabilities, as in previous years."
financial-stability-report-december-2025.pdf,1244,This year the review found continued improvements in the quality of data provided and analysis across a number of areas.
financial-stability-report-december-2025.pdf,1245,The Bank will use formal feedback to engage with banks where it has identified that further improvements can be made.
financial-stability-report-december-2025.pdf,1246,"Box E: Incorporation of the IFRS 9 accounting standard into the stress test IFRS 9 was introduced in 2018 in part to increase transparency in measures of banks’ capital positions through the earlier recognition of credit losses in banks’ provisioning, addressing a key lesson learned from the global financial crisis (GFC)."
financial-stability-report-december-2025.pdf,1247,"On 1 January 2018, major UK banks implemented the IFRS 9 accounting standard."
financial-stability-report-december-2025.pdf,1248,"Under IFRS 9, banks set aside provisions for expected credit losses on all loans – not just loans that are past due or already in default."
financial-stability-report-december-2025.pdf,1249,This means banks are expected to set aside provisions to cover credit losses earlier than under the previous accounting standard.
financial-stability-report-december-2025.pdf,1250,"The earlier recognition of losses under IFRS 9 enhances transparency and market confidence in measures of banks’ capital positions, including in a downturn, thereby supporting financial stability and the safety and soundness of individual banks."
financial-stability-report-december-2025.pdf,1251,IFRS 9 reduces the risk of banks being under-provisioned for losses that occur later in a stress.
financial-stability-report-december-2025.pdf,1252,"All else equal, the earlier recognition of losses in a stress under IFRS 9 leads to sharper capital drawdowns in the early part of the stress test than under the previous accounting standard."
financial-stability-report-december-2025.pdf,1253,The change in accounting standard does not change the cumulative losses banks incur during any given stress episode.
financial-stability-report-december-2025.pdf,1254,"The losses will, however, be provided for earlier in the stress."
financial-stability-report-december-2025.pdf,1255,"All else equal, bank capital, as measured under IFRS 9, is likely to fall more sharply in the early part of a stress as capital is drawn down earlier to raise provisions."
financial-stability-report-december-2025.pdf,1256,"The results of a Bank Capital Stress Test allow an assessment of whether the banking system and individual banks are sufficiently capitalised and have adequate regulatory capital buffers to be able to absorb losses in the stress scenario, and continue to provide essential services to the real economy."
financial-stability-report-december-2025.pdf,1257,"The results of a stress test are one input – alongside a range of other factors – to inform the setting of system-wide and individual bank capital buffers, such as the countercyclical capital buffer (CCyB) and the PRA buffer respectively."
financial-stability-report-december-2025.pdf,1258,"By default, the earlier recognition of losses under IFRS 9 would mean that capital [18] buffers implied by the stress test would need to be larger to withstand the same stress scenario."
financial-stability-report-december-2025.pdf,1259,"In 2018, the FPC announced that it would seek an enduring treatment for IFRS 9 in the stress test that avoided an unwarranted increase in capital requirements."
financial-stability-report-december-2025.pdf,1260,"In previous stress tests following the introduction of IFRS 9, temporary measures were used to manage the capital impacts of using IFRS 9 while an enduring solution was identified."
financial-stability-report-december-2025.pdf,1261,Internationally agreed arrangements were put in place to offer banks transitional relief – allowing banks to ‘add back’ to Common Equity Tier 1 (CET1) capital – as they adapted to the new accounting standard.
financial-stability-report-december-2025.pdf,1262,These transitional arrangements expired on 31 December 2024.
financial-stability-report-december-2025.pdf,1263,"Additionally, between 2018 and 2023, the Bank adjusted hurdle rates – the level of capital that banks are expected to maintain in the stress scenario – to take into account the impact of the IFRS 9 accounting standard."
financial-stability-report-december-2025.pdf,1264,These hurdle rate adjustments were intended to be temporary and were complex to implement.
financial-stability-report-december-2025.pdf,1265,"As set out in the Key elements of the 2025 Bank Capital Stress Test, the Bank does not consider it appropriate to deliver the enduring treatment for IFRS 9 through changes to the capital framework."
financial-stability-report-december-2025.pdf,1266,"This includes the proposal to adjust minimum capital requirements (outlined in the December 2019 Financial Stability Report), as well as the potential for a permanent corresponding change in CET1 capital to offset the impact of IFRS 9."
financial-stability-report-december-2025.pdf,1267,"To varying degrees, these options would be complex to implement, inconsistent with the intended purposes of IFRS 9, or inconsistent with Basel capital standards."
financial-stability-report-december-2025.pdf,1268,The Bank has sought to follow three guiding principles as it incorporates IFRS 9 into the Bank Capital Stress Test in an enduring way: The stress test should embody a risk tolerance consistent with previous concurrent stress tests.
financial-stability-report-december-2025.pdf,1269,This includes both avoiding an unwarranted increase in capital requirements and continuing to hold systemic banks to a higher standard than non-systemic banks.
financial-stability-report-december-2025.pdf,1270,The test should reflect how banks’ capital positions would unfold in a real stress and be implemented in a practical way.
financial-stability-report-december-2025.pdf,1271,The incorporation of IFRS 9 into the stress test should be transparent and compliant with international standards.
financial-stability-report-december-2025.pdf,1272,"This year the Bank has made changes to the stress-testing framework that have made the stress test simpler to deliver and ensure that the resilience that comes with earlier provisioning is recognised, consistent with the intention underlying IFRS 9."
financial-stability-report-december-2025.pdf,1273,"In the Key elements of the 2025 Bank Capital Stress Test, the Bank set out its updated approach to stress-test calibration and PRA buffer setting.[19]"
financial-stability-report-december-2025.pdf,1274,"This has resulted in a number of changes relative to previous concurrent stress tests, which the Bank has judged to be appropriate to make alongside the earlier provisioning under the IFRS 9 accounting standard: To reflect the impact of IFRS 9 when setting the PRA buffer, the Bank will assume a CCyB rate that reflects the FPC’s judgement that it would set the neutral rate for the UK CCyB around 2%.[20]"
financial-stability-report-december-2025.pdf,1275,This has created space for a greater capital drawdown in the stress scenario before a buffer over and above the CCyB and capital conservation buffer (CCoB) would be needed.
financial-stability-report-december-2025.pdf,1276,"In aggregate, this additional drawdown is worth around 0.5 percentage points of CET1 capital, taking into account each bank’s proportion of UK exposures in its risk-weighted assets."
financial-stability-report-december-2025.pdf,1277,"The setting of the PRA buffer will not vary mechanically with changes in the CCyB rate.[21] The Bank reviewed the timing and transmission of shocks in the stress scenario, delaying the timing of the peaks and troughs of key macroeconomic variables such as unemployment, real GDP and property prices."
financial-stability-report-december-2025.pdf,1278,This has resulted in a scenario that is more closely aligned to the average of historical advanced-economy stresses and the GFC and has led to some credit losses being recognised later in the exercise.
financial-stability-report-december-2025.pdf,1279,This change has contributed to a reduction in the aggregate proportion of five-year losses in the first year of the stress scenario from 59% in the 2022/23 Annual Cyclical Scenario to 52% in the 2025 Bank Capital Stress Test.
financial-stability-report-december-2025.pdf,1280,The approach to setting the size of shocks in the scenario has been updated to incorporate additional data to ensure consistency with historical experience and to simplify the methodology.
financial-stability-report-december-2025.pdf,1281,This updated methodology has resulted in the start-to-trough changes in some variables being somewhat smaller over the scenario horizon than they otherwise would have been.
financial-stability-report-december-2025.pdf,1282,"Based on the Bank’s estimates, the impact on the aggregate capital drawdown is likely to be small."
financial-stability-report-december-2025.pdf,1283,The Bank reviewed past judgements and recent evidence on UK consumer credit quality and has allowed for lower losses in the 2025 Bank Capital Stress Test than in past exercises.[22]
financial-stability-report-december-2025.pdf,1284,The removal of past judgements is estimated to reduce the five-year impairment rate on UK unsecured personal credit portfolios in the 2025 Bank Capital Stress Test by 4.6 percentage points.
financial-stability-report-december-2025.pdf,1285,The FPC judges that changes to the stress-testing framework set out in this box are consistent with an unchanged risk tolerance for the resilience of the UK banking system and have avoided an unwarranted increase in capital requirements.
financial-stability-report-december-2025.pdf,1286,The 2025 Bank Capital Stress Test has been used to assess the net impact of IFRS 9 and changes made to the stress-testing framework.
financial-stability-report-december-2025.pdf,1287,Chart A shows that the net impact of IFRS 9 and changes made to the stress test are broadly neutral on the aggregate level of capital required to absorb the impact of the stress scenario.
financial-stability-report-december-2025.pdf,1288,"While the impact of changes made to the stress-testing framework will differ by bank, the Bank estimates that the net impact of incorporating IFRS 9 and the changes set out in this box into the 2025 Bank Capital Stress Test has not implied any increase in capital buffers required for any individual bank."
financial-stability-report-december-2025.pdf,1289,"For some banks, this is because other capital buffers, such as the CCyB and CCoB, would be sufficient to absorb the losses in the scenario."
financial-stability-report-december-2025.pdf,1290,"On the basis of the Bank’s assessment, the FPC judges that the net impact of changes to the stress-testing framework and IFRS 9 have avoided an unwarranted increase in capital requirements."
financial-stability-report-december-2025.pdf,1291,Chart A: The impact of IFRS 9 and changes made to the stress test are broadly neutral on the level of capital needed to absorb losses in the stress scenario
financial-stability-report-december-2025.pdf,1292,"Aggregated level of capital needed to absorb losses in the stress scenario, percentage points (a) Sources: Bank of England analysis and calculations."
financial-stability-report-december-2025.pdf,1293,"(a) For the purpose of the Bank’s assessment, the capital impact of IFRS 9 is estimated using the CRR ‘Quick Fix’, assuming 100% relief for relevant provisions."
financial-stability-report-december-2025.pdf,1294,"This does not affect the final capital ratio results of the stress test, as transitional capital relief has now expired."
financial-stability-report-december-2025.pdf,1295,The Bank intends to maintain these changes for future stress tests and expects to return to assessing resilience against the benchmark of minimum capital requirements and systemic risk buffers.
financial-stability-report-december-2025.pdf,1296,"As well as avoiding an unwarranted increase in capital requirements, the changes implemented in this year’s test have had a number of other benefits."
